SensorID,Date,Temperature,SoilMoisture,pH,Fertilizer,Location
S050,12/3/2025,14.5,45,7.3,1.4,Southfield
S55,3/25/2025,missing,45,6,3.8,EastField
s24,3/31/2025,30.1,None,-0.3,3.5,north field
S55,3/17/2025,35.5,36,7.3,2.6,w field
S001,3/30/2025,21.5,56,7.5,3.9,n field
s22,16/03/2025,25,46,5.7,2.9,NorthField
S30,27-Mar-25,None,45,7.1,1.6,n field
S39,18-Mar-25,25.2,46,6.7,missing,East Field
s39,3/19/2025,20.1,20,6.7,1.3,South Field
s41,4/8/2025,-8.1,N/A,7.4,1.4,NorthField
s02,29/03/2025,24.7,9999,6.4,4,NorthField
s31,4/4/2025,23.3,missing,6.8,1.8,w field
s43,20/03/2025,32.4,44,6.9,1.5,East Field
S053,3/14/2025,-69.9,49,-1.2,N/A,East Field
s25,27/03/2025,20.9,47,6.8,3.6,S field
s27,28-Mar-25,15.7,22,7.2,1.2,n field
s36,5/3/2025,27.7,21,5.6,3.5,EASTFIELD
s27,3/30/2025,20.7,28,6.7,2.9,North Field
S017,16-Mar-25,None,51,7.5,2.1,EASTFIELD
S009,3/29/2025,15.1,51,5.6,1.3,w field
s48,3/24/2025,24.1,34,,3.9,West Field
s23,20/03/2025,23.6,18,7.5,2.7,East Field
s23,8/3/2025,32.7,63,7,,NORTH FIELD
S57,9-Apr-25,30.5,64,N/A,1.6,SOUTH FIELD
s58,3/14/2025,21.5,61,7.6,3.3,north field
s06,4/6/2025,36.2,43,5.7,3,NorthField
s20,3/25/2025,22.1,33,7.3,1.5,W field
s55,3/8/2025,30.4,57,6.8,4,north field
S028,3/6/2025,12.6,39,6.8,2.6,e field
S015,30-Mar-25,24.7,37,6.1,3.1,n field
S050,4/8/2025,28.2,32,5.8,4.2,east field
s38,22-Mar-25,17.6,34,N/A,3.7,South Field
S044,3/13/2025,32.1,40,6.6,4.1,w field
S9,4/3/2025,15.2,46,7.4,2.1,West Field
s40,8/3/2025,17.7,29,5.9,3.4,South Field
S056,3/29/2025,35.5,40,7.1,1.8,East Field
S4,4/6/2025,34.5,65,6.8,1.9,North Field
S016,4/9/2025,35.9,19,6.5,3.8,NorthField
S49,3/14/2025,34.3,31,6.3,2,Southfield
S59,13-Mar-25,21.1,65,6.1,3.5,SOUTH FIELD
S055,3/7/2025,37.3,32,7.1,2.8,WEST FIELD
S26,2/3/2025,16.5,None,5.8,3,n field
s05,3/20/2025,29.9,53,7.4,1.2,westField
S005,4/7/2025,36.4,53,1.4,1.7,Southfield
S051,1-Apr-25,36.3,46,5.5,2.7,Nrth Field
S028,3/9/2025,,42,5.7,3.8,W field
S11,4/5/2025,34.7,54,9.1,1.3,w field
S022,3/30/2025,31.7,64,7.2,1.5,NorthField
S050,8-Mar-25,36.9,37,7,3.3,South Field
S035,9/3/2025,36.2,36,6.5,3.2,w field
s9,3/28/2025,13.9,27,5.7,3.9,North Field
s6,4/7/2025,missing,55,7,1.6,EASTFIELD
S8,2-Apr-25,23.1,30,7.5,3.5,W field
s50,6/3/2025,28.8,23,6.9,1.6,w field
S038,4/2/2025,14.7,20,7.3,3.8,EastField
s39,4/7/2025,26,54,6.5,3.7,w field
s6,3/28/2025,13,55,10.9,1.4,n field
S43,3/8/2025,15.6,54,5.5,3.2,NORTH FIELD
S16,7-Apr-25,21.9,65,7.7,2,east field
s37,2/25/2025,missing,25,6.2,1.4,westField
S49,27/02/2025,25.1,30,6.8,3.7,east field
S006,3/25/2025,29.8,57,5.6,2.1,North Field
S046,12-Mar-25,28.6,36,5.5,1.5,Southfield
S050,3/4/2025,26.2,40,7,2.9,westField
S16,3/29/2025,16.5,54,7.6,1.6,EASTFIELD
s40,3/15/2025,27.9,42,7.3,1.7,East Field
s25,4/9/2025,16.3,29,6,1.5,North Field
S6,3/29/2025,28,35,7.6,2.1,Southfield
S14,3/24/2025,27.4,47,7.3,,e field
S29,4/5/2025,20.1,62,6,3.3,e field
S057,3/25/2025,14,29,None,3.5,North Field
s06,14-Mar-25,33.1,31,7.2,3,W field
S10,9/4/2025,14.2,22,7.6,4.1,SOUTH FIELD
S027,3/25/2025,24.9,39,missing,4,SOUTH FIELD
s06,26/03/2025,28.9,39,6.1,2.6,S field
S044,10/4/2025,16,60,7.1,3.3,north field
S7,14/03/2025,31.3,43,5.8,3.4,EASTFIELD
S31,29-Mar-25,13.2,31,6.8,3.1,w field
S035,3/19/2025,36.9,62,7,1.5,South Field
s18,27-Feb-25,30.9,39,6.5,2.4,north field
s29,4/6/2025,21.9,40,5.7,1.8,North Field
S049,4-Mar-25,30.9,64,6.1,4,EASTFIELD
S013,3/11/2025,19.6,64,6.7,4.1,EastField
s28,3/22/2025,17.4,65,6.6,3.4,e field
S031,23-Mar-25,29.4,64,6.3,1.3,NorthField
S007,2/27/2025,15.2,9999,6.4,1.4,East Field
S038,26-Feb-25,36.9,54,5.6,1.3,e field
S42,23-Mar-25,13,30,5.8,2.7,W field
S29,3/4/2025,31.2,47,7.3,4.1,S field
s12,3/7/2025,28.6,56,6.3,2.2,SOUTH FIELD
s14,3/5/2025,32.2,53,6.7,3.1,North Field
s33,3/27/2025,35,44,6.5,2.4,Nrth Field
s26,3/28/2025,26.8,missing,5.8,1.4,South Field
S21,2/25/2025,28.3,59,7.2,3,East Field
S51,3/6/2025,28.8,64,6.8,3.4,East Field
S024,4/9/2025,23.6,49,6.9,2.9,South Field
S48,4/1/2025,37.9,22,None,3.5,NorthField
S029,4/5/2025,18.4,53,7.1,2.1,EastField
S14,7/3/2025,37,50,6.7,2.5,westField
s57,3/28/2025,28.1,,7.2,1.8,NORTH FIELD
S052,4/9/2025,22.3,44,7.2,2.8,W field
s07,3/10/2025,14.6,47,7.7,1.8,Nrth Field
S006,9-Mar-25,18.5,None,7.6,4.1,n field
s16,2/25/2025,14.8,38,6.2,2.4,westField
s60,3/29/2025,17.2,32,6.9,1.2,n field
S17,3/26/2025,12.6,18,6.8,3.6,North Field
S013,8/3/2025,18.7,63,6.3,3.2,north field
S20,4/2/2025,30,36,7.7,3.4,NORTH FIELD
s51,11/3/2025,32.5,45,6.9,3.4,West Field
s51,3/25/2025,25.3,44,13.9,3.4,West Field
s57,3/20/2025,29.9,29,5.8,3.4,westField
S56,20/03/2025,35.2,51,7.2,3.3,e field
S016,17-Mar-25,23.7,64,7.6,3.4,East Field
S32,3/9/2025,23,39,6,3.6,north field
s3,3/4/2025,25.4,29,5.5,2.9,NorthField
s22,3/20/2025,32.1,39,6,4.2,n field
s39,3/4/2025,12.9,53,7.1,2.2,n field
s17,3-Apr-25,23.8,44,5.8,3.6,NORTH FIELD
s47,7-Apr-25,29.2,55,6.4,3.9,EastField
s38,9/3/2025,33.4,41,7.5,1.2,W field
S55,14-Mar-25,19.8,31,6.2,3.7,w field
s43,11-Mar-25,24.5,39,6,1.6,EASTFIELD
S032,2/25/2025,28.4,21,7.1,3.7,westField
S48,28/03/2025,34.5,32,6.1,1.8,SOUTH FIELD
S019,29/03/2025,22.4,44,6.8,3.2,north field
s27,3/29/2025,19.5,30,6.2,2.5,East Field
s12,3/18/2025,24.1,61,7.7,1.9,north field
S037,22-Mar-25,16.6,26,7.3,3.7,EASTFIELD
S51,25/02/2025,19.2,37,missing,3.7,West Field
S49,15/03/2025,37.9,47,7.1,1.6,S field
s34,3/12/2025,16.7,39,7,2.5,West Field
s57,1/3/2025,21.5,46,5.7,2.6,North Field
s13,3/9/2025,17.1,21,7.7,1.4,W field
s44,1-Mar-25,36.8,41,6.9,3.3,South Field
s16,6/3/2025,None,60,5.9,3.4,n field
S036,4/10/2025,24.5,55,6.9,3.5,EASTFIELD
s10,10/4/2025,25.9,27,7.4,3,w field
s47,11/3/2025,29.3,50,6.1,1.7,n field
S038,3/6/2025,28.3,56,6.4,2.8,West Field
s58,3/7/2025,33.9,38,5.7,3.6,east field
S47,2/28/2025,21.1,,6.8,4.1,South Field
S032,3/10/2025,22.9,57,7.4,1.2,e field
s59,3/24/2025,24.8,56,6.1,3.6,north field
S014,9/4/2025,missing,N/A,-1,2.9,Southfield
s43,3/12/2025,29.8,20,7.4,1.7,NORTH FIELD
S004,15-Mar-25,29.5,26,6.7,2.7,EASTFIELD
s53,13-Mar-25,443.8,51,7.6,3.3,NorthField
s2,4/2/2025,34.1,38,7.7,3.3,SOUTH FIELD
s07,3/22/2025,12.7,46,7.4,3.3,n field
s43,10/4/2025,,65,7.2,,e field
S027,9/3/2025,27,57,5.6,3.6,n field
S007,2/28/2025,16.6,45,2,3.3,e field
S052,17/03/2025,25.1,35,6.3,2.9,Southfield
S26,3/3/2025,37.6,39,7.3,2.3,South Field
S10,20/03/2025,16.8,56,N/A,1.9,W field
s5,1-Mar-25,17,32,6.6,2.3,Southfield
S48,4/7/2025,32.7,18,7.2,3.4,South Field
S18,3/20/2025,32.3,53,6.2,1.5,West Field
S050,28/03/2025,31.7,64,6.6,2.2,w field
s51,22/03/2025,13.5,44,6,4.1,EASTFIELD
s15,29/03/2025,36.6,27,7,2.2,w field
S11,28/02/2025,29.2,51,5.5,1.5,north field
S058,4/10/2025,36.4,48,7.2,3,n field
s9,3/1/2025,25.8,43,6.4,2.2,Southfield
S050,4/7/2025,,59,6.6,1.2,e field
S45,7/4/2025,32.9,53,6.2,4.2,Southfield
S29,4/4/2025,16,23,6.9,N/A,east field
s30,4/1/2025,33,32,6,4.2,EastField
s12,3/14/2025,33.6,,5.8,1.2,east field
S054,14/03/2025,21.9,60,7.1,3.5,NorthField
S041,25-Mar-25,20,47,6.1,3.2,Southfield
S042,5/4/2025,30.2,29,,3.6,West Field
S031,3/25/2025,17.5,26,7.3,1.3,EASTFIELD
S031,2-Apr-25,27.3,51,7,3.8,EASTFIELD
s56,4/5/2025,22.9,64,6.1,missing,north field
S8,28-Mar-25,26.8,40,7.7,2.8,e field
S014,11/3/2025,35.9,46,7.1,1.6,South Field
S019,2/26/2025,14.9,41,6.7,None,east field
S021,14-Mar-25,,21,6.5,1.3,e field
s24,3/25/2025,29,54,7.3,3.9,n field
S2,2/4/2025,22.5,54,7,3.6,W field
s3,27-Mar-25,35.3,18,6.4,2.9,Nrth Field
S038,30-Mar-25,23.6,N/A,6.3,3.4,e field
S44,3/3/2025,17.8,59,7.2,1.9,n field
s60,3/3/2025,34.2,30,7,0.003,w field
s33,3/21/2025,19.1,60,-0.6,2.3,WEST FIELD
s12,3-Apr-25,28.9,65,6.3,2.8,South Field
S33,3/19/2025,14.8,26,6.6,3.6,South Field
s27,3/22/2025,17.5,43,6.2,3.5,S field
S007,3/17/2025,36.8,60,5.7,3.7,SOUTH FIELD
S50,3/25/2025,17.6,25,6.4,4,Southfield
S30,3/30/2025,34,21,6.5,2,NORTH FIELD
s05,5-Mar-25,missing,56,5.7,2.7,NORTH FIELD
S16,3/9/2025,28.2,60,7.2,3.5,SOUTH FIELD
S051,3/8/2025,24,23,5.8,2.7,westField
s35,4/10/2025,23.7,21,5.7,2.3,Nrth Field
s40,3/5/2025,30.9,41,6,2,e field
s23,3/5/2025,28.2,N/A,6.3,missing,SOUTH FIELD
S029,27-Mar-25,21.2,55,6.6,1.4,SOUTH FIELD
s11,4-Mar-25,24.8,41,6.4,1.4,NorthField
s52,4/2/2025,28.1,43,6.9,2.9,S field
S41,29-Mar-25,35,57,5.9,3.6,NorthField
S19,3/24/2025,26.1,57,7.6,3.4,e field
s54,3/13/2025,31.7,20,7.3,2.5,North Field
s41,9/3/2025,32.1,missing,7,2.9,NorthField
S11,4/7/2025,16.1,61,6.9,2.1,n field
s21,3/27/2025,22.2,32,6.7,1.3,westField
S013,31-Mar-25,15.7,50,6.4,2,West Field
s37,3-Mar-25,25.3,29,6.8,2.9,north field
S34,3/8/2025,N/A,63,7.2,1.3,WEST FIELD
s02,3/2/2025,24.9,46,6.2,2,SOUTH FIELD
s11,4/8/2025,36.9,57,6.8,2.8,westField
S30,3/8/2025,17.8,51,6,2.9,westField
s50,3/4/2025,19.7,57,7.8,4.1,South Field
S4,31-Mar-25,22.8,49,6.2,2.8,WEST FIELD
S23,4/8/2025,19,48,6,3,e field
S25,3/22/2025,31,19,5.9,3.5,SOUTH FIELD
s27,3/25/2025,12.9,48,7.6,4,e field
S40,3/29/2025,15,39,7.6,4.1,EastField
s6,3/21/2025,17.8,64,6.4,1.3,WEST FIELD
s36,4/10/2025,37.1,58,missing,2.5,EASTFIELD
S60,25/03/2025,30.5,20,5.7,3.7,East Field
S32,4/4/2025,23.3,65,7.6,2.6,NORTH FIELD
S007,2/4/2025,27.4,46,6.4,1.4,EastField
s42,2/25/2025,18.5,missing,7.6,3.6,w field
S27,30-Mar-25,13.9,47,7.7,3.5,North Field
s22,22-Mar-25,31.1,36,5.6,1.2,westField
s21,3/27/2025,20.3,42,7.7,2.2,westField
S43,4/6/2025,16.9,55,6.2,3.2,e field
s58,12-Mar-25,36.6,N/A,5.8,2.8,north field
s20,3/18/2025,37.8,21,5.9,2.9,EASTFIELD
S54,4/3/2025,37.5,25,6.2,2.3,westField
s50,13/03/2025,29.5,63,7.5,2.8,north field
S046,7-Mar-25,23.4,47,7.7,1.9,north field
S043,25/03/2025,33.2,50,7.8,2.3,n field
s59,3/4/2025,34.3,30,5.7,2.3,West Field
S046,4/3/2025,30.5,26,5.9,3.3,Nrth Field
s43,10/3/2025,37.5,49,6.4,3.8,EASTFIELD
S021,3/21/2025,36.6,50,7,3.8,South Field
s35,4/1/2025,23.3,34,7.6,1.2,WEST FIELD
s56,5-Mar-25,25.2,54,7.3,1.5,North Field
S22,3/28/2025,26.4,54,5.6,2.8,westField
s31,4/6/2025,37.7,49,5.5,4.2,EASTFIELD
S23,9-Mar-25,17.3,25,7,1.6,North Field
S8,9-Mar-25,29.3,61,6.4,4,east field
s28,23-Mar-25,N/A,51,,3.9,SOUTH FIELD
S037,4/5/2025,34.5,37,5.8,1.7,NORTH FIELD
s10,4/9/2025,29.8,40,7.3,2.6,South Field
s48,26/03/2025,17.4,31,7.4,2.9,West Field
s39,31/03/2025,28.6,31,6.9,3.2,NORTH FIELD
S057,6-Mar-25,32.3,33,5.5,2.8,n field
s60,3/28/2025,27.6,63,5.6,1.6,North Field
s31,4/4/2025,34.6,25,6.1,1.8,Nrth Field
S023,6-Apr-25,25.2,35,5.7,1.7,Nrth Field
S28,11/3/2025,N/A,,6,4.1,WEST FIELD
S026,31/03/2025,24.9,63,missing,3.2,NorthField
S7,31-Mar-25,29.6,54,7.7,3.5,W field
s41,10-Mar-25,14.6,28,7.4,3.2,NorthField
s16,4/4/2025,26.4,23,7.5,3.1,Southfield
s6,3/11/2025,27.8,29,5.7,3.8,e field
s52,3/8/2025,31.7,49,6.9,3.6,WEST FIELD
s31,3/28/2025,17.6,18,5.8,1.7,e field
s46,3/6/2025,22,20,7.2,1.5,South Field
s47,5-Apr-25,37.9,29,5.6,3.3,North Field
s27,3/13/2025,36,35,7.6,2.1,East Field
s48,9-Apr-25,37.5,36,5.5,2,SOUTH FIELD
S8,3/1/2025,24.6,25,6.8,3.7,North Field
S040,3/27/2025,14.4,63,7.1,2.9,NorthField
S008,2/26/2025,22.6,65,6.4,3.8,West Field
S041,4/10/2025,18.3,44,6.3,2,e field
s59,3/15/2025,21.8,30,7.5,2.6,NorthField
S012,9/4/2025,37,N/A,6.8,2.3,East Field
s3,31-Mar-25,33.9,N/A,5.6,1.9,S field
S10,2/4/2025,33.7,59,7.7,1.9,West Field
S011,4/10/2025,20.7,19,5.5,1.5,NORTH FIELD
S046,3/29/2025,25.6,48,6.6,3.2,East Field
s31,3/5/2025,12.1,26,6.4,3.5,n field
s44,3/29/2025,25.4,63,6.8,3.1,East Field
s8,3/27/2025,21.5,64,6.2,3,North Field
s22,3/30/2025,27.9,30,6.1,3.1,S field
S026,4/4/2025,34.2,None,6.6,3.6,Southfield
s34,3/30/2025,15.2,37,6.6,3.9,SOUTH FIELD
S043,3/26/2025,12.3,46,7.6,2.5,n field
S008,1/4/2025,31.9,18,5.7,4.1,NorthField
S14,17-Mar-25,29.1,37,6.4,1.2,e field
s31,4-Apr-25,21.6,58,7.1,1.4,S field
s8,3/27/2025,19.6,,6.4,2.9,east field
s10,27-Feb-25,36.8,62,7.5,3.5,W field
s49,21/03/2025,35.5,33,6.3,2.9,East Field
s10,3/4/2025,36.9,41,7.7,2.3,Nrth Field
S27,3-Mar-25,N/A,41,6.9,3.6,n field
S45,3/6/2025,34.1,44,6.1,3.3,north field
s36,3/7/2025,14.7,52,,2,e field
s27,11-Mar-25,14.9,18,7.8,4,EastField
S009,3/7/2025,37.5,53,7.6,2.5,east field
s19,3/24/2025,28.5,65,7.6,3.7,NorthField
S1,3/19/2025,13.7,30,6.7,3.1,SOUTH FIELD
s1,2/28/2025,31.6,49,6.4,1.2,NorthField
S047,3/21/2025,29.3,34,7.4,2.8,NorthField
s03,3/7/2025,13.2,50,5.9,3.4,n field
s29,19/03/2025,22.4,20,7.5,3.4,South Field
s50,3/23/2025,12.2,29,5.5,2.8,north field
S039,22-Mar-25,24.3,22,6.3,3.9,SOUTH FIELD
s39,3/2/2025,16.5,37,6.6,1.7,north field
s17,3/3/2025,14.1,26,5.7,3.8,east field
S26,3/7/2025,17.9,52,7.2,3.4,Southfield
S50,12/3/2025,12.4,49,7.1,4,S field
s51,4/4/2025,19.1,missing,7.7,2.1,East Field
s14,4/4/2025,-26.5,49,6.2,3.5,South Field
S021,4/10/2025,,21,6.6,2.1,NorthField
S002,24/03/2025,14.8,missing,6.4,2,EastField
S006,3/9/2025,21.1,39,7.1,3.1,Nrth Field
s1,26/02/2025,35.8,50,None,3.5,e field
s27,23/03/2025,16,33,6.7,1.4,EASTFIELD
S013,21/03/2025,37,18,5.6,1.7,W field
s40,5-Apr-25,27.2,57,6.1,2.2,east field
s54,4/7/2025,31,30,6,2.4,NORTH FIELD
S014,10/3/2025,23.7,26,5.8,2.4,North Field
S54,27-Mar-25,28.8,26,7.4,2.1,South Field
S008,15-Mar-25,23.3,35,6,missing,WEST FIELD
s47,1/4/2025,15.5,38,7,1.6,westField
S023,21-Mar-25,26.9,52,7.8,2.3,w field
S056,9/3/2025,12.7,50,7,2.8,S field
S12,6/3/2025,33.8,57,7.7,2.9,East Field
s12,4/2/2025,16.5,61,7.1,2.1,e field
S4,3/11/2025,37.5,20,6.2,1.9,n field
S014,3/2/2025,16.7,35,,2.9,NorthField
s5,3/16/2025,33.8,None,6.9,,SOUTH FIELD
S012,2/28/2025,754.2,56,7.2,1.6,Southfield
s42,2/25/2025,28.9,64,7.3,2,north field
S31,4/3/2025,31.8,37,6.1,3.2,NORTH FIELD
s58,21/03/2025,36.2,38,6,4,n field
s47,8/3/2025,20.5,30,N/A,,east field
s35,3/18/2025,36.2,50,6.5,1.7,e field
s43,4/6/2025,37.5,63,7.1,1.9,westField
S53,4/8/2025,18.8,20,6.4,2.7,w field
s26,2/28/2025,None,9999,7.1,1.2,EASTFIELD
S051,4/7/2025,18.6,37,missing,1.8,S field
S058,18/03/2025,32.3,32,5.7,2.7,NORTH FIELD
s57,3/18/2025,19.4,27,6.8,3.2,EastField
s45,9-Mar-25,21.5,57,7.1,2.2,EastField
S032,3/21/2025,13.3,46,6.5,None,East Field
s54,2/27/2025,20,33,6.6,3,Nrth Field
s18,11/3/2025,missing,65,7.7,missing,n field
S048,1-Apr-25,25.6,None,6.4,1.3,West Field
s60,7-Mar-25,16.7,55,5.9,3.8,W field
S049,4/5/2025,26.7,missing,7.5,2,w field
S006,3/26/2025,35.2,44,7.3,1.9,SOUTH FIELD
s20,3/3/2025,17.3,21,5.8,2,north field
S008,3/31/2025,20.1,20,6.3,2.8,north field
s26,4/6/2025,31,35,6.9,missing,S field
s60,29/03/2025,25.8,51,7.2,2.2,Nrth Field
s26,2/4/2025,13.7,53,6.2,1.6,North Field
s54,8/3/2025,16,51,7.2,2.8,West Field
s43,3/7/2025,29.6,61,7.8,4,north field
S21,31/03/2025,20.7,missing,7.8,None,W field
S016,27-Mar-25,20.5,49,6.5,1.8,W field
s35,4/8/2025,28.6,28,7.2,3.1,NORTH FIELD
S25,4/8/2025,18.8,51,7.5,3.4,NorthField
s11,17-Mar-25,31.9,53,5.7,3.1,NORTH FIELD
S048,26-Feb-25,20.2,47,5.8,3.3,w field
s02,3/3/2025,15.4,30,5.6,2.1,East Field
s08,3/1/2025,37.9,9999,7.3,2,West Field
s1,3/14/2025,21.1,43,5.6,4.1,NORTH FIELD
S35,3/25/2025,29.2,60,6.3,2.8,NorthField
S007,3/24/2025,30,42,6.9,1.6,East Field
S46,16/03/2025,19.7,57,6,3.1,EASTFIELD
S021,16-Mar-25,16.8,53,6.4,1.6,EASTFIELD
S32,3/10/2025,26.5,36,missing,2.6,EastField
S012,3/23/2025,27.1,22,6.2,2,North Field
S033,3/1/2025,22.9,24,5.6,missing,North Field
s60,2/27/2025,32.1,52,7.3,2.1,W field
s48,4/4/2025,27.5,34,6.4,3.3,westField
S43,4/4/2025,14,29,6.4,2.5,S field
s13,26/03/2025,28.1,38,6,3.8,north field
S008,3/20/2025,26.4,34,7.3,1.5,EASTFIELD
s09,10-Mar-25,19.9,25,7.5,1.7,North Field
s06,27-Feb-25,29.1,40,,1.7,Nrth Field
S8,25-Feb-25,missing,38,5.8,4.1,WEST FIELD
s24,4/9/2025,23.1,25,5.8,3,w field
S027,3/22/2025,31,51,7.3,3,Southfield
S024,4/2/2025,18,29,5.7,,Southfield
s3,4/4/2025,29.3,20,7.7,2.6,North Field
S005,26/02/2025,17.5,64,5.9,2.7,South Field
s56,6-Apr-25,497.7,38,5.9,1.7,North Field
s52,3/14/2025,14.5,,6.5,1.3,W field
s36,3/22/2025,25.7,22,5.7,2.8,EastField
S041,22-Mar-25,12.3,56,7.1,3.3,East Field
S034,3/5/2025,17.8,63,7.6,2.5,East Field
s46,2/3/2025,25.4,49,5.7,3.5,WEST FIELD
s47,19/03/2025,26.5,9999,5.8,1.7,South Field
S53,28-Mar-25,28.7,49,6.8,None,North Field
s48,10-Mar-25,34.5,45,7.2,4.2,east field
S16,3/19/2025,33.5,30,6.7,3.9,East Field
S033,3/25/2025,14.5,27,6.7,3.2,SOUTH FIELD
S037,14/03/2025,17.9,39,6.7,4.2,Nrth Field
S049,8/4/2025,31.2,40,7.6,missing,NORTH FIELD
S23,4/6/2025,17.5,None,N/A,3.9,north field
S51,3/8/2025,21.7,44,6.3,0.006,NorthField
S20,3/7/2025,22,56,6.6,4.1,East Field
S014,3/19/2025,20.3,60,6.7,1.7,Nrth Field
s57,4/10/2025,20.3,37,6.1,2.8,S field
s59,2/3/2025,14.3,61,6.7,N/A,north field
S26,2/27/2025,13.5,30,6,1.2,NorthField
s49,3/28/2025,23,62,6.3,2.6,East Field
S006,6-Mar-25,20.3,58,7.5,3,Southfield
s50,3/3/2025,25.8,35,6,1.3,n field
s58,3/28/2025,,36,6.6,1.7,NorthField
S29,6/4/2025,18.9,33,7.1,3.4,east field
S038,16/03/2025,21.5,36,6.3,1.7,East Field
s3,4/4/2025,12.7,54,6.1,2.5,westField
S060,3-Mar-25,32.2,61,7.3,2.9,NORTH FIELD
s51,3/30/2025,33.7,23,5.6,1.9,North Field
s3,3/13/2025,27.1,47,7.6,1.2,westField
S25,4/7/2025,N/A,30,6.5,2.1,east field
s23,3/7/2025,17.9,32,7.3,2,westField
s52,6-Apr-25,24.1,30,5.6,4,w field
s15,28-Mar-25,23.7,65,6.8,1.6,WEST FIELD
s56,1-Apr-25,35.9,62,6.7,3.3,S field
s52,4/5/2025,21,20,7.1,1.6,e field
S22,3/16/2025,34.3,61,6.7,2,S field
s34,27-Feb-25,14,46,7.6,4.1,WEST FIELD
s9,3/6/2025,27.4,27,6.8,2.9,SOUTH FIELD
S16,17/03/2025,,49,missing,2.4,Southfield
s13,8-Mar-25,17.2,48,7.7,2.4,westField
S2,4/2/2025,21.1,32,N/A,3.5,S field
S36,3/23/2025,20.2,51,5.9,1.5,S field
S021,7/4/2025,30.1,28,7.7,3.5,S field
S052,1-Mar-25,32.5,44,6.9,2.4,east field
s08,28-Mar-25,14.9,38,7.5,2.5,north field
s50,1/4/2025,30.6,23,6.1,1.4,East Field
S014,4/4/2025,32.7,N/A,6.9,1.3,north field
S008,1/3/2025,37.3,37,6.5,2.5,EASTFIELD
S55,31-Mar-25,33.9,25,6.6,1.6,north field
s11,3/2/2025,N/A,37,7.7,3,NorthField
S058,3/7/2025,24.1,48,5.8,2.5,NORTH FIELD
s45,3/5/2025,29.9,43,None,3.2,westField
s48,29/03/2025,37,22,7.2,2.5,north field
s15,3/22/2025,-22.3,21,5.6,3.5,east field
S023,3/31/2025,31.2,29,5.7,1.3,Nrth Field
S017,20-Mar-25,33.5,23,6.1,2.9,WEST FIELD
s11,3/30/2025,12.7,35,6.1,3.1,North Field
s58,3/1/2025,18.9,36,missing,3.6,westField
S022,4/10/2025,21.8,47,6.9,3.6,W field
s54,2/26/2025,17.3,26,6.4,2.4,NorthField
S31,3/1/2025,17.8,39,6,1.6,SOUTH FIELD
S048,16/03/2025,26.4,53,6.6,3.4,Nrth Field
S56,28-Mar-25,24.6,34,6.3,3.3,Southfield
s43,3/19/2025,17.1,64,6.2,2.8,NORTH FIELD
S34,3/17/2025,26.2,52,7.3,0.002,NorthField
S025,13-Mar-25,26.3,19,7.1,2,n field
s44,4/4/2025,26.7,48,N/A,2.6,Nrth Field
s6,4/4/2025,23.7,21,6.1,2407.3,SOUTH FIELD
s21,3/11/2025,34.4,49,6,1.7,West Field
S004,12-Mar-25,23.4,25,7.5,1.8,West Field
S5,2/3/2025,15.1,28,7.5,2.7,WEST FIELD
S018,3/31/2025,31.1,9999,6.7,4,S field
S52,6-Apr-25,24,,7,2.4,east field
s08,21-Mar-25,14,63,7.5,1.5,North Field
S34,10-Mar-25,37,52,7.8,3.4,EASTFIELD
S011,27-Feb-25,22.8,55,5.9,4.1,West Field
s20,4/4/2025,20.2,None,6.1,1.8,East Field
S49,23/03/2025,25.7,31,5.7,3.6,NORTH FIELD
s38,8-Mar-25,22.5,38,6.1,3.3,east field
S012,2-Mar-25,28.7,34,6.3,2.7,north field
s1,4/7/2025,24.5,41,7.3,3.1,West Field
s37,3/28/2025,22.3,32,7.7,2.4,North Field
s44,30-Mar-25,16,50,6.2,2,east field
s42,2/27/2025,16.1,29,6.7,3.2,North Field
s47,3/8/2025,16.2,47,7.8,1.6,NORTH FIELD
S46,25-Feb-25,14.8,50,6.5,3.3,EastField
S27,3/13/2025,33.4,62,6.9,2.4,east field
s2,29-Mar-25,20.6,62,7.6,2.2,NORTH FIELD
S60,26/03/2025,30.8,33,6,1.5,east field
S041,4/7/2025,18.9,60,5.8,1.4,East Field
S35,4/9/2025,30.5,,6.1,3.5,WEST FIELD
s42,18-Mar-25,18.8,60,7,3.1,SOUTH FIELD
S31,3/9/2025,20.5,27,6.9,,Southfield
s32,11/3/2025,35.8,30,7.5,N/A,n field
S16,25/03/2025,29.8,60,7.8,1.3,NorthField
s40,3/4/2025,12.1,42,5.6,,WEST FIELD
S050,3/30/2025,26.7,62,6.7,3.2,S field
s55,25-Mar-25,32,19,6.8,3.8,East Field
s03,3/25/2025,24,23,6.7,2.6,South Field
s52,3/9/2025,13.2,40,5.7,1.6,WEST FIELD
s33,10-Apr-25,22.2,N/A,5.8,1.3,east field
S004,21/03/2025,32.8,19,5.5,2.4,EastField
S007,9/4/2025,22.8,54,6.1,3.3,Nrth Field
s49,2/4/2025,17.1,9999,5.7,2.9,Southfield
S10,7-Mar-25,18.4,57,6,2,n field
s56,17/03/2025,19.6,19,7.2,3.3,WEST FIELD
S042,19-Mar-25,36.9,27,6.5,1.8,w field
S010,3/20/2025,22.2,59,6.5,1.7,W field
s2,21/03/2025,18,42,6.6,1.6,east field
